Trials, Unit-1, Unit-2, Samples, Estimated loss, Standard-deviation, Estimated loss(filter), Standard-deviation(filter)
#0, 13, 9, 95.0, 8.469548e-06, 8.759435e-06, 6.684227e-06, 4.699362e-06
